X,Y,label
149.66695587888455,-35.9594922007703,0
147.917883973393,-30.48203316467738,0
147.78411370020723,-32.46258431877122,0
153.4424649612371,-28.423877372495152,0
145.6148786300526,-35.84063734150388,0
141.8873215756359,-29.46807265506302,0
148.02150564755553,-30.351564309228017,0
143.9651425757592,-29.43069930071824,0
144.42093244552944,-33.83410838013313,0
141.68790197803753,-33.968311958596786,0
142.7303250922585,-32.3977393031376,0
144.20579412322698,-30.470866531248845,0
149.4019143791738,-33.83517491847296,0
141.51799709762938,-32.55326370125639,0
150.37013315081916,-33.03776883841489,0
148.99315911699438,-32.16233357371172,0
145.44775346578996,-31.97609021349391,0
150.61155408363066,-32.5361826414325,0
142.9789995476803,-31.849715803472414,0
147.5056799991738,-33.27333108329995,0
148.34241305654248,-32.70844924240109,0
147.33278342800435,-31.011767554498423,0
143.87279247646669,-33.51856161848491,0
150.21107383470107,-30.62943026619442,0
147.265253095527,-34.940016649772886,0
153.59037759455583,-28.645397537309425,0
141.46469758631417,-33.28896939562282,0
143.72373652676242,-31.22612987510807,0
146.82812849880312,-30.793371725483482,0
148.58459428688636,-35.160704057488324,0
144.31390621589728,-30.06687782672744,0
144.0254236428841,-33.65012582344041,0
144.7765379027554,-32.72860685057082,0
152.08774345732016,-29.63684776471523,0
143.91442859553183,-30.605585403657763,0
141.83751127810902,-30.848617646239486,0
147.26685147920705,-34.39313855763467,0
151.47002328555607,-33.37231509404564,0
141.09277809681447,-29.647761569916916,0
141.45064079529246,-33.94608050220489,0
150.2826512037191,-29.794166772775228,0
143.3108643988489,-32.524883844212155,0
142.56563593378672,-32.04482092147284,0
141.51595414656177,-33.55822232088628,0
149.834582746955,-33.38799476319514,0
144.46368411835638,-29.70121791976147,0
146.55954418589351,-30.735270405904103,0
143.30104949576577,-31.302134014599083,0
149.63753455977619,-34.03461698434368,0
146.39583284882045,-33.3131931542643,0
141.0192634330833,-31.91601154810762,0
148.17969987028695,-34.801475536844805,0
148.416821155234,-29.48120584503281,0
151.0650681405881,-32.0636621156044,0
144.10123573448874,-31.066194421562905,0
151.7985218798708,-29.38374073394165,0
151.49930397368254,-30.71922599797216,0
142.41793735284045,-33.91994090519444,0
141.52114018490238,-31.634554508669552,0
152.08608497787773,-31.806085324713283,0
152.60689510387976,-30.065235795645876,0
152.5290669526552,-28.746498147440825,0
151.08136139311657,-29.836706340380243,0
149.49069576217138,-31.794645409782568,0
144.09278164978787,-35.37672238538932,0
151.47690904912514,-30.124839122524318,0
147.5345968044569,-33.06139554572746,0
152.29687923504991,-29.38796432460416,0
147.22765742283204,-32.68649150628163,0
150.54996959806272,-34.471037962596235,0
144.79314953674694,-32.431069660886365,0
147.15230260825822,-30.700969718378765,0
150.85431417653055,-31.734351582036982,0
143.56564128646423,-29.403046258968573,0
152.3104444714994,-30.727759267847308,0
147.67954462442034,-30.45171761267717,0
141.28073667548966,-31.875302156988745,0
145.6177022917931,-31.644196699533154,0
145.08974921719187,-35.679697300035436,0
149.79498891766286,-35.03010892117954,0
147.37849545165227,-34.48279328172748,0
153.01552611116753,-31.058777624459534,0
147.41902806355714,-35.23280254452085,0
144.18209850524806,-31.40065699263481,0
143.47107519108027,-34.80310449260745,0
145.26183659553809,-35.15991052504251,0
152.32151913767592,-29.00089796592541,0
148.3901245851463,-35.658875637272885,0
146.03916442001739,-31.20204202370939,0
143.6280385931041,-35.189372362371834,0
149.51502865839043,-33.275925574856565,0
148.9062437947764,-36.03867700737346,0
142.78311307589314,-29.075452798563305,0
144.47317892377663,-34.36319049285039,0
146.71029865548476,-33.26773972856554,0
