X,Y
147.05,-35.949999999999946
147.10000000000002,-35.949999999999946
147.15000000000003,-35.949999999999946
147.20000000000005,-35.949999999999946
147.25000000000006,-35.949999999999946
147.30000000000007,-35.949999999999946
147.35000000000008,-35.949999999999946
147.4000000000001,-35.949999999999946
147.4500000000001,-35.949999999999946
147.5000000000001,-35.949999999999946
147.55000000000013,-35.949999999999946
147.60000000000014,-35.949999999999946
147.65000000000015,-35.949999999999946
147.70000000000016,-35.949999999999946
147.75000000000017,-35.949999999999946
147.80000000000018,-35.949999999999946
147.8500000000002,-35.949999999999946
147.9000000000002,-35.949999999999946
147.95000000000022,-35.949999999999946
148.00000000000023,-35.949999999999946
148.05000000000024,-35.949999999999946
148.10000000000025,-35.949999999999946
148.15000000000026,-35.949999999999946
148.20000000000027,-35.949999999999946
148.25000000000028,-35.949999999999946
148.3000000000003,-35.949999999999946
148.3500000000003,-35.949999999999946
148.40000000000032,-35.949999999999946
148.45000000000033,-35.949999999999946
148.50000000000034,-35.949999999999946
148.55000000000035,-35.949999999999946
148.60000000000036,-35.949999999999946
148.65000000000038,-35.949999999999946
148.7000000000004,-35.949999999999946
148.7500000000004,-35.949999999999946
148.8000000000004,-35.949999999999946
148.85000000000042,-35.949999999999946
148.90000000000043,-35.949999999999946
148.95000000000044,-35.949999999999946
149.00000000000045,-35.949999999999946
149.05000000000047,-35.949999999999946
149.10000000000048,-35.949999999999946
149.1500000000005,-35.949999999999946
149.2000000000005,-35.949999999999946
149.2500000000005,-35.949999999999946
149.30000000000052,-35.949999999999946
149.35000000000053,-35.949999999999946
149.40000000000055,-35.949999999999946
149.45000000000056,-35.949999999999946
149.50000000000057,-35.949999999999946
149.55000000000058,-35.949999999999946
149.6000000000006,-35.949999999999946
149.6500000000006,-35.949999999999946
149.7000000000006,-35.949999999999946
149.75000000000063,-35.949999999999946
149.80000000000064,-35.949999999999946
149.85000000000065,-35.949999999999946
149.90000000000066,-35.949999999999946
149.95000000000067,-35.949999999999946
147.05,-35.89999999999995
147.10000000000002,-35.89999999999995
147.15000000000003,-35.89999999999995
147.20000000000005,-35.89999999999995
147.25000000000006,-35.89999999999995
147.30000000000007,-35.89999999999995
147.35000000000008,-35.89999999999995
147.4000000000001,-35.89999999999995
147.4500000000001,-35.89999999999995
147.5000000000001,-35.89999999999995
147.55000000000013,-35.89999999999995
147.60000000000014,-35.89999999999995
147.65000000000015,-35.89999999999995
147.70000000000016,-35.89999999999995
147.75000000000017,-35.89999999999995
147.80000000000018,-35.89999999999995
147.8500000000002,-35.89999999999995
147.9000000000002,-35.89999999999995
147.95000000000022,-35.89999999999995
148.00000000000023,-35.89999999999995
148.05000000000024,-35.89999999999995
148.10000000000025,-35.89999999999995
148.15000000000026,-35.89999999999995
148.20000000000027,-35.89999999999995
148.25000000000028,-35.89999999999995
148.3000000000003,-35.89999999999995
148.3500000000003,-35.89999999999995
148.40000000000032,-35.89999999999995
148.45000000000033,-35.89999999999995
148.50000000000034,-35.89999999999995
148.55000000000035,-35.89999999999995
148.60000000000036,-35.89999999999995
148.65000000000038,-35.89999999999995
148.7000000000004,-35.89999999999995
148.7500000000004,-35.89999999999995
148.8000000000004,-35.89999999999995
148.85000000000042,-35.89999999999995
148.90000000000043,-35.89999999999995
148.95000000000044,-35.89999999999995
149.00000000000045,-35.89999999999995
149.05000000000047,-35.89999999999995
149.10000000000048,-35.89999999999995
149.1500000000005,-35.89999999999995
149.2000000000005,-35.89999999999995
149.2500000000005,-35.89999999999995
149.30000000000052,-35.89999999999995
149.35000000000053,-35.89999999999995
149.40000000000055,-35.89999999999995
149.45000000000056,-35.89999999999995
149.50000000000057,-35.89999999999995
149.55000000000058,-35.89999999999995
149.6000000000006,-35.89999999999995
149.6500000000006,-35.89999999999995
149.7000000000006,-35.89999999999995
149.75000000000063,-35.89999999999995
149.80000000000064,-35.89999999999995
149.85000000000065,-35.89999999999995
149.90000000000066,-35.89999999999995
149.95000000000067,-35.89999999999995
147.05,-35.84999999999995
