X,Y,label
149.59642308130023,-33.62907843322954,0
148.49745767742613,-35.51944997490329,0
148.83018735617915,-33.91124931891699,0
147.9868988748071,-32.505600096313465,0
149.3098739640539,-32.18443151733207,0
148.40842126003582,-35.07305322028596,0
147.394979343899,-35.01484996406105,0
149.2392090122073,-33.86183660663215,0
147.9873781082573,-34.95176494483832,0
148.4968609162608,-35.63213555738194,0
149.6280805434232,-34.09514141819237,0
147.87921216909766,-33.84025950463753,0
147.51258677333016,-32.783097439335286,0
147.75537401305024,-33.077862186647096,0
149.92273028221837,-34.55398761911234,0
148.66265420375282,-32.057724896141714,0
148.52633981626624,-32.09687457276141,0
148.4939712382099,-33.88527664009899,0
148.67030144655894,-32.10568295729224,0
147.42048634135716,-35.89215733888679,0
148.65805962078338,-33.11846713271107,0
149.88642542298575,-33.38478392449909,0
147.8197802781366,-35.40437925581943,0
148.65570544705184,-34.30805018733851,0
148.70772940695994,-35.49855201609506,0
147.5734705926985,-35.38472287821037,0
149.971675859046,-33.87445230243433,0
149.01720551855482,-34.97052103364993,0
149.9829955808376,-33.87095698674621,0
147.48591039418605,-34.41115559382834,0
149.97438636913722,-33.98181990067208,0
148.16093783634446,-35.80732900980836,0
149.25453842285583,-34.5765820638394,0
149.3934682301715,-33.37468694987554,0
147.2270993637328,-32.50048185877212,0
148.80307946777603,-32.9789492965775,0
149.09790612983036,-33.34743841519971,0
149.91203697231754,-34.50429768602792,0
148.981707026803,-35.06467371172122,0
148.18119533933373,-33.1480502737532,0
149.08914772663908,-32.124598748295924,0
148.9884410005743,-35.938261459693436,0
147.27639933048073,-34.76499831490205,0
149.72193046520752,-34.07272616106413,0
149.90456866003606,-34.66942642053651,0
149.98292578834645,-33.429700065246685,0
147.02475066563198,-34.20637283267206,0
149.0424952231998,-34.813959701638815,0
148.71519516998848,-33.13912192365589,0
148.54448480924867,-35.230906162740844,0
149.1233930036741,-34.840928641864,0
147.22060978158373,-33.275169075754924,0
149.928240535752,-34.20959675161477,0
148.5447086706796,-32.60977091917337,0
147.14032686240853,-35.80047233686271,0
147.1153901102271,-34.96461323309221,0
148.2088484989427,-35.04378706151365,0
149.8431160651143,-32.2797738381783,0
147.44109275213646,-32.10505741044006,0
147.63791923135832,-34.4527740914945,0
147.7402853431968,-33.97679994616774,0
149.9776960303515,-33.034554037652,0
147.9268227716125,-35.62666126909098,0
149.14049215135154,-35.84786794610215,0
148.32099413239112,-34.8812456370887,0
148.50017901773197,-34.12502449048576,0
148.31277120818436,-35.868120113474184,0
148.4232409838161,-32.833161865803966,0
149.41191269324983,-34.433382969552504,0
147.8518396338716,-32.11096971762087,0
147.46907426544306,-34.42974320882828,0
147.68144167568562,-32.9328199386585,0
148.18091250246388,-34.7523545783622,0
147.4599814499233,-35.405479523097696,0
147.5123370771787,-35.261441317771514,0
149.29861627157126,-32.2570371389887,0
149.55064045436208,-35.742988680736886,0
147.05551762933038,-33.61662781584647,0
148.3492397798965,-32.030297156821376,0
149.09816991191218,-34.1198661082851,0
147.73042430842588,-34.42539115381594,0
149.37758509517775,-34.591735699477944,0
147.59022246455115,-33.042897389847234,0
148.3435699879488,-35.25257063958616,0
148.02545187719642,-33.2057038767362,0
149.9214624393837,-32.01117429368535,0
149.57638634311263,-35.26888906116761,0
147.8822069320779,-32.35345148086983,0
149.07844563526714,-32.42096821294608,0
148.48798044147557,-34.44131762402842,0
148.1662559778854,-33.61454784866721,0
149.60971603914192,-33.570338405088314,0
148.09526341962368,-33.456026054834325,0
149.90940750580558,-33.695582294729675,0
149.33212752862931,-32.97392804278601,0
148.46217619978643,-33.047638733856054,0
147.6083042328943,-33.974471269930014,0
147.3829516280194,-34.38744919836369,0
148.56517100764552,-35.52117914893892,0
149.70850385255991,-35.23456872124518,0
149.79366454197321,-33.264924613316346,0
149.60064760995323,-34.74998690435741,0
149.6370102674444,-32.77409507258959,0
147.76472546142992,-34.40465483909002,0
149.6608985405935,-34.883393122918875,0
147.99208479044094,-35.62146429883194,0
147.73301269566983,-32.89673118801452,0
147.46175834424392,-32.88107267603627,0
149.03251556410348,-34.444259715736514,0
149.20480212023443,-34.38497920670118,0
147.58580282595398,-34.7204511508419,0
147.7449036325182,-35.68570381306466,0
149.6931395369144,-32.13739790626619,0
149.739393456139,-35.266713159579865,0
148.33933219827787,-32.61072892344191,0
148.413764057797,-33.77739187828613,0
149.93800476053735,-33.43761381265944,0
148.53915846148925,-33.060812519155704,0
147.8927274883164,-34.41430741052016,0
148.63940078092872,-33.39764534092377,0
147.82883147126103,-35.30436122690775,0
148.40762998687353,-33.71337998728472,0
147.2805529340145,-35.31570322667036,0
147.82141787269214,-33.400866569071624,0
148.67529797422526,-33.17704179728437,0
148.18419180823065,-33.47504234027903,0
148.08186976391673,-33.61056565777327,0
147.4911170852803,-35.7500988995157,0
148.87200136976756,-34.46581253937651,0
148.2857853399152,-33.68388358804183,0
147.49738228690342,-35.8377748304188,0
148.5943665289194,-33.787649429050525,0
147.2645326006212,-35.822456171547636,0
149.9310485734768,-32.524575632195955,0
147.51454673061988,-35.27959682306821,0
149.3945780189671,-34.3837517767503,0
148.7977703103957,-32.19897514175519,0
148.12209807698082,-33.55729545060406,0
149.6992542454127,-33.55632241618305,0
148.53300598289914,-32.012218281785024,0
148.81665166306692,-35.382342534708236,0
147.26366162160517,-34.767186678484435,0
149.25549947047972,-35.5277818126539,0
148.1976548131991,-35.93157192894819,0
147.8426490773854,-33.09102274639684,0
148.14538796907024,-32.12875979558184,0
147.83472023498223,-35.53848818663551,0
148.3041348805528,-33.757041658034765,0
147.80410690789768,-33.995011872495006,0
148.57659186651142,-34.56550296721558,0
148.07104608150934,-33.564973347433295,0
149.79854388042955,-33.835538136884196,0
149.25616805588217,-34.62874961738998,0
147.7104997330504,-33.112497141927015,0
147.33935336264383,-35.38954400927543,0
148.19299370778543,-32.31437087007733,0
147.50659576541278,-35.9865725506396,0
148.14868288624913,-34.50833145250852,0
148.86783426058406,-35.61576496393598,0
148.35361882579173,-35.80657404120774,0
147.15244355312484,-33.46257271461915,0
149.84385429968344,-33.65040954996672,0
148.5688919255449,-33.65475948464118,0
147.06328212882028,-34.11608477866502,0
148.26640319146637,-35.53411401196341,0
148.35207320087684,-32.62776723360289,0
149.77549852902348,-34.93394859093156,0
148.48097927626682,-33.90127638978092,0
148.5371611170849,-34.249530225746774,0
149.34439147497577,-33.89929865678819,0
148.51093456014834,-32.63198907440388,0
147.05774376557477,-34.21097128422961,0
148.68600852982274,-35.13015437958435,0
149.58717444959953,-33.69109127069257,0
149.80396151695035,-35.90524015640072,0
147.7870355852371,-34.20033308011508,0
149.33357057668044,-33.48982129984942,0
147.13162129947767,-34.654202567076595,0
149.3463881175964,-32.18784768539741,0
147.76561600806298,-33.86754650632523,0
149.96068371846007,-35.93848605378905,0
148.6645285456209,-33.660045342992966,0
147.60027986675112,-32.60726115753242,0
148.74892834159212,-34.904969728825236,0
148.99441019475307,-34.49780309593754,0
149.28852743891298,-35.23405999111507,0
147.79853524944374,-33.748057885977076,0
148.4166139357359,-35.28363180607961,0
147.67158995544,-32.114610796821694,0
148.79435817592767,-33.89282548531705,0
147.5329419017793,-34.46033933763134,0
148.56796496687213,-33.98966848363742,0
148.0799106730622,-34.19395698007167,0
147.1371411767103,-33.213326877206924,0
149.09630422410942,-32.012109694513924,0
148.97331750929817,-35.89855891702936,0
147.7111514589854,-34.635012625463176,0
148.99106894788642,-35.10295231685106,0
149.2848666785532,-32.269387261837544,0
147.17268890469003,-32.721889093781066,0
149.81402233475364,-34.17988666316969,0
148.8381540408332,-34.633135898892505,0
148.02474525160585,-34.007560503274945,0
147.22412108065953,-34.431329560405466,0
147.20954113818286,-34.66648257428177,0
149.89580818020485,-33.064679740613634,0
149.5043381376546,-34.424165109319794,0
149.54453708544784,-34.4539017971949,0
148.0100184302904,-34.23219009517234,0
148.53496512639077,-34.85908260886846,0
147.36998750859235,-33.364144772850906,0
147.5200433535516,-32.942436202939874,0
148.49579635547045,-32.39203641848391,0
147.90080175546893,-34.65731777103865,0
148.28503002236639,-32.351808053591085,0
148.83074018503203,-35.806588346782775,0
149.37665827300194,-32.834218884901006,0
148.3905571095297,-32.259732781667196,0
147.3935094350818,-34.29863833974941,0
147.81700695870782,-35.90232067390188,0
149.04483701158756,-34.96292766930404,0
148.20028657842334,-35.348568497676716,0
149.07508143552064,-32.787445469957404,0
149.55205404011966,-33.12189230101215,0
149.58599425631076,-35.10694490811341,0
147.20664768926062,-34.43192218022564,0
148.58449919015953,-35.22804837506981,0
147.25367659246896,-34.10629487073951,0
148.90028839125117,-35.69094526288473,0
148.01618134003962,-34.0019278078488,0
148.04611274643545,-32.156847844857865,0
148.87801796799357,-35.5317507228259,0
147.60676593375123,-34.229814220232704,0
148.3481808101447,-32.99013993536461,0
