AlOH_Group_Content_correlation,Gravmap2016-grid-grv_ir_mean,Gravmap2016-grid-grv_cscba_mean,Opaque_Index_mean,Gravmap2016-grid-grv_cscba_std,MgOH_Group_Content_mean,IntrusionsBndys_UnconformableBndys,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_CSP_Geological boundary,MetamorphicBoundaries_Faults,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,MetamorphicBoundaries_Unconformities,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Unconformable boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,AlOH_Group_Content_mean,Gravmap2016-grid-grv_cscba_correlation,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_correlation,Opaque_Index_correlation,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_dissimilarity,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_dissimilarity,MetamorphicFacies_Benambran_Subgreenschist facies,MetamorphicFacies_Benambran_Upper Greenschist,RockUnits_LAO_Serpentinite,MetamorphicFacies_Benambran_Greenschist facies,RockUnits_LAO_Ultramafic igneous rock,RockUnits_LAO_Sandstone,RockUnits_LAO_Granite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Mudstone,RockUnits_LAO_Igneous rock,RockUnits_LAO_Conglomerate,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Andesite,RockUnits_LAO_Phyllite,RockUnits_LAO_Shale,RockUnits_LAO_Tuff and lapilli tuff,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Rhyolite,RockUnits_LAO_Dacite,RockUnits_LAO_Granodiorite,RockUnits_LAO_Monzonite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Siltstone,label
-0.4706879556179046,2.1363658905029297,1.0809656381607056,1.423953413963318,-0.0601834952831268,1.1318260431289673,-0.2140462547540664,-0.8909467458724976,-0.8613457679748535,-1.3155876398086548,-0.7268877625465393,-0.5912202596664429,-0.597827136516571,0.5347201824188232,-1.0901793241500854,0.753804087638855,0.6381914615631104,-0.5499714612960815,0.6310446262359619,0.0194096118211746,0.0839881002902984,-1.0641117095947266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-0.3497845232486725,-0.1028396934270858,0.4132690727710724,-0.1956647634506225,0.5605056881904602,0.2238949835300445,-0.3657094240188598,-0.4430778622627258,-0.0623526722192764,0.3315393030643463,-0.052709724754095,-0.4726629853248596,-0.1739847362041473,-0.6005275249481201,-1.1399624347686768,-0.4507066011428833,-0.2838315069675445,-0.7084665894508362,-0.1232513040304184,-0.1928285509347915,-0.7220762968063354,-0.1044072434306144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.5605215840757286,1.2214926312710297,2.0304788909189453,-0.5979379248730846,-0.2273142184531513,-0.6596816833360777,-0.2797761579991338,-0.5984014460726931,-0.6695628694784016,0.5653275068140017,-0.8119252171619538,3.010013379475072,0.4968721126744463,0.1046559179328101,-2.022596021746172,1.2924482909345376,-0.6473582483304631,1.2888896578683595,1.405565914065286,4.600951399376919,0.1414128212361903,-2.0422079215931204,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1169737628740289,1.0008263825859045,-1.075988527256677,5.920009711873882,-1.0899906356425897,-0.6596816833360777,0.4043275640445597,-0.2186877368492085,0.0367147831079217,-0.9888877129674024,0.9919215013904584,0.4446268343692869,-1.2437383486683171,0.9948026292275896,0.348275288433877,-0.9990202460034772,0.8301687759265104,-0.224820370999415,-0.77996165557814,-0.2657498793383115,1.2989839233182752,0.8107457696285473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5102755961357169,1.16815975944253,0.7348285404897068,-0.4913764149901887,0.2429803675113632,-0.6596816833360777,2.2762498794475405,0.2917653706893787,-0.0026654640740977,-0.8146583354263269,0.2928001325537868,0.4218587720936482,0.656115429138648,2.0116827025482484,-1.0634932962370232,-0.4846140433558344,-0.5638011332624765,0.0959233884332398,-0.1947591856876479,-0.2575701524980379,0.1669879003034573,0.1081675663007394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1816309302506003,0.6212471445201624,1.328336675497224,-0.4522070635037895,1.743261165576239,-0.6063215163718958,-0.7351988042072379,1.4970826792682377,-0.5990500910332612,2.2066177300832104,0.0441421583664232,1.2173893149125898,1.2042699135002377,-1.0672205995755657,-0.5757556617933198,2.7885905156826136,-0.2415320734768718,-0.0822204641358304,-0.5419638717519675,-0.2701229985169215,1.398655025851463,-0.0994576429640348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1592942623836515,1.3791775061204958,-0.0930027924106019,0.6692356876676596,1.3540125368102416,3.455114871887316,-0.5525596092614816,-0.6944328017059284,2.728925740765481,-0.6541181492502246,0.5114467597502781,-1.3384502578882491,0.1600082534358163,-0.9878233834004432,-0.2730712747694667,-0.7548844514389685,0.2435269135665994,-0.6080194316443488,-0.2069815652157345,-0.4467637118937815,1.223931822130215,0.3042359021131531,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4254191293549198,-0.0178528343278007,-0.960283221127571,0.6510232288926929,-0.2569650577135555,-0.6596816833360777,0.3038095393919994,0.7842053206692702,1.9846657002128305,-0.8124144604660637,-1.066502046188594,0.6969432316741245,-1.0750849962764943,0.5471351228621494,-0.8796614407050488,0.1286212582010164,-0.182150167145492,0.3987242532574421,-0.9411373046015342,0.6717371786674698,-1.214305388759596,-0.5115199584722309,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3374715447425842,-0.7623228430747986,0.1491393148899078,-0.7257825136184692,0.8658663034439087,0.1055064797401428,-0.5179944038391113,-0.2762081027030945,0.0261050760746002,0.7221357226371765,-0.1571633666753769,-0.593612551689148,-0.0553683191537857,-1.0236358642578125,-1.2925701141357422,-0.8254459500312805,0.000745877623558,-0.885955274105072,-0.0789901763200759,-0.2229997515678405,-1.005418300628662,-0.0836515799164772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.7837756482300169,-0.2336842405351526,-1.2158326289686006,-0.2340133618820375,-0.4937524032710462,0.5876122182807275,0.4608891132940617,0.5109399811965983,-0.6451906114785793,-0.8741784545785731,-0.7000932726463636,-0.5362000111994909,-1.0510791013517276,1.550799124691545,0.9765995634183976,-0.1355849689128658,0.789258141327888,0.2344741201942737,-0.0084883155317181,-0.2433497374870595,1.336031935051235,-0.0345000439042272,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1731308978747215,-0.3456295030942902,-1.4171741788805623,0.3531505267155825,0.8454133575231323,-0.6596816833360777,0.3512472766244853,-0.7201633611268221,1.72004530399444,-0.6959770667272629,0.3860014491043513,-1.4308508412284824,0.8861486393439835,-1.0924953588857091,-0.2349265819757517,-0.954400127677841,1.0153367271669909,-0.5502723787583832,0.3315637016987586,0.5421198417373745,-1.6144239154755602,0.6457614382742034,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4214183688163757,2.245039224624634,1.0694663524627686,3.134468078613281,0.8138208389282227,0.2300464361906051,-0.0288250744342803,-1.1604845523834229,-0.9199707508087158,-1.6335594654083252,1.9571545124053955,-0.7048288583755493,-0.5383814573287964,1.2482593059539795,-0.4318358302116394,0.6812649369239807,1.5947048664093018,-0.8030089735984802,0.4150190651416778,-0.1498314440250396,0.4290946125984192,0.0212727412581443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
